_id,active,createdDate,lastLogin,role,signUpSource,state
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d1d08f142f11dd18884c,TRUE,2021-01-06T15:05:52.484000Z,2021-01-06T15:05:52.716999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,2021-01-06T15:03:54.680000Z,2021-01-06T15:08:10.008999Z,consumer,Email,WI
5ff7264e8f142f11dd189504,TRUE,2021-01-07T15:18:38.596000Z,2021-01-07T15:20:26.820999Z,consumer,Email,WI
5ff7401ceb7c7d31ca8a46e0,TRUE,2021-01-07T17:08:44.072000Z,2021-01-07T17:08:44.352000Z,consumer,Email,WI
5ff73bea8f142f3276c3e84a,TRUE,2021-01-07T16:50:50.206000Z,2021-01-07T16:50:50.255000Z,consumer,Email,WI
5ff74f3db3348b11c93361d1,TRUE,2021-01-07T18:13:17.921000Z,2021-01-07T18:17:03.216999Z,consumer,Email,WI
5ff7264e8f142f11dd189504,TRUE,2021-01-07T15:18:38.596000Z,2021-01-07T15:20:26.820999Z,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,TRUE,2021-01-07T16:49:20.959000Z,2021-01-07T16:51:07.267000Z,consumer,Email,WI
5ff7930fb3348b11c93372a6,TRUE,2021-01-07T23:02:39.759000Z,2021-01-07T23:09:54.656000Z,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,TRUE,2021-01-07T15:19:42.584000Z,2021-01-07T15:19:42.630000Z,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,TRUE,2021-01-07T15:19:42.584000Z,2021-01-07T15:19:42.630000Z,consumer,Email,WI
5ff7264e8f142f11dd189504,TRUE,2021-01-07T15:18:38.596000Z,2021-01-07T15:20:26.820999Z,consumer,Email,WI
5ff7930fb3348b11c93372a6,TRUE,2021-01-07T23:02:39.759000Z,2021-01-07T23:09:54.656000Z,consumer,Email,WI
5ff726a0eb7c7d12096da2db,TRUE,2021-01-07T15:20:00.299000Z,2021-01-07T15:20:00.352999Z,consumer,Email,WI
5ff793dd04929111f6e90c69,TRUE,2021-01-07T23:06:05.503000Z,2021-01-07T23:06:05.680999Z,consumer,Email,WI
5ff7949eb3348b11c93373d2,TRUE,2021-01-07T23:09:18.699000Z,2021-01-07T23:09:18.840000Z,consumer,Email,WI
5ff7268c8f142f11dd189579,TRUE,2021-01-07T15:19:40.196000Z,2021-01-07T15:19:40.243000Z,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,TRUE,2021-01-07T16:49:20.959000Z,2021-01-07T16:51:07.267000Z,consumer,Email,WI
5ff7264e8f142f11dd189504,TRUE,2021-01-07T15:18:38.596000Z,2021-01-07T15:20:26.820999Z,consumer,Email,WI
5ff616a68f142f11dd189163,TRUE,2021-01-06T19:59:34.996000Z,,consumer,Email,KY
5ff7930fb3348b11c93372a6,TRUE,2021-01-07T23:02:39.759000Z,2021-01-07T23:09:54.656000Z,consumer,Email,WI
5ff79464b3348b11c933738b,TRUE,2021-01-07T23:08:20.153000Z,2021-01-07T23:08:20.300999Z,consumer,Email,WI
5ff8c241b3348b11c93379fc,TRUE,2021-01-08T20:36:17.626000Z,2021-01-08T20:36:17.831000Z,consumer,Email,WI
5ff8ce8504929111f6e913cb,TRUE,2021-01-08T21:28:37.743000Z,2021-01-08T21:29:59.411000Z,consumer,Email,WI
5ff8ce8504929111f6e913cb,TRUE,2021-01-08T21:28:37.743000Z,2021-01-08T21:29:59.411000Z,consumer,Email,WI
5ff873d1b3348b11c9337716,TRUE,2021-01-08T15:01:37.348000Z,2021-01-08T15:03:21.259000Z,consumer,Email,WI
5ff873ef04929111f6e910f0,TRUE,2021-01-08T15:02:07.604000Z,2021-01-08T15:02:07.655000Z,consumer,Email,WI
5ff8c4e8b3348b11c9337a11,TRUE,2021-01-08T20:47:36.724000Z,2021-01-08T20:47:37.088000Z,consumer,Email,WI
5ff873d1b3348b11c9337716,TRUE,2021-01-08T15:01:37.348000Z,2021-01-08T15:03:21.259000Z,consumer,Email,WI
5ff8da28b3348b11c9337ac6,TRUE,2021-01-08T22:18:16.844000Z,2021-01-08T22:19:49.939000Z,consumer,Email,WI
5ff8da7db3348b11c9337b6a,TRUE,2021-01-08T22:19:41.689000Z,2021-01-08T22:19:41.737999Z,consumer,Email,WI
5ff873ddb3348b11c9337733,TRUE,2021-01-08T15:01:49.160000Z,2021-01-08T15:01:49.201999Z,consumer,Email,WI
5ff8a11db3348b11c93378aa,TRUE,2021-01-08T18:14:53.734000Z,2021-01-08T18:14:53.928000Z,consumer,Email,WI
5ff873d1b3348b11c9337716,TRUE,2021-01-08T15:01:37.348000Z,2021-01-08T15:03:21.259000Z,consumer,Email,WI
5ff873d1b3348b11c9337716,TRUE,2021-01-08T15:01:37.348000Z,2021-01-08T15:03:21.259000Z,consumer,Email,WI
5ff873d1b3348b11c9337716,TRUE,2021-01-08T15:01:37.348000Z,2021-01-08T15:03:21.259000Z,consumer,Email,WI
5ff8ce8504929111f6e913cb,TRUE,2021-01-08T21:28:37.743000Z,2021-01-08T21:29:59.411000Z,consumer,Email,WI
5ff8d634b3348b11c9337aa4,TRUE,2021-01-08T22:01:24.238000Z,2021-01-08T22:01:24.518000Z,consumer,Email,WI
5ff8da28b3348b11c9337ac6,TRUE,2021-01-08T22:18:16.844000Z,2021-01-08T22:19:49.939000Z,consumer,Email,WI
5ff8c330b3348b11c9337a04,TRUE,2021-01-08T20:40:16.722000Z,2021-01-08T20:40:16.932999Z,consumer,Email,WI
5ff873ddb3348b11c9337733,TRUE,2021-01-08T15:01:49.160000Z,2021-01-08T15:01:49.201999Z,consumer,Email,WI
5ff8da7eb3348b11c9337b72,TRUE,2021-01-08T22:19:42.704000Z,2021-01-08T22:19:42.748999Z,consumer,Email,WI
5ffcb47d04929111f6e9256c,TRUE,2021-01-11T20:26:37.225000Z,2021-01-11T20:28:21.430000Z,consumer,Email,WI
5ffc8ff9b3348b11c9338896,TRUE,2021-01-11T17:50:49.527000Z,2021-01-11T17:50:49.567000Z,consumer,Email,WI
5ffc8f9704929111f6e922bf,TRUE,2021-01-11T17:49:11.890000Z,2021-01-11T17:50:56.750000Z,consumer,Email,WI
5ffc9001b3348b11c93388b6,TRUE,2021-01-11T17:50:57.375000Z,2021-01-11T17:50:57.415000Z,consumer,Email,WI
5ffc8ff9b3348b11c9338896,TRUE,2021-01-11T17:50:49.527000Z,2021-01-11T17:50:49.567000Z,consumer,Email,WI
5ffc8f9704929111f6e922bf,TRUE,2021-01-11T17:49:11.890000Z,2021-01-11T17:50:56.750000Z,consumer,Email,WI
5ffc8f9704929111f6e922bf,TRUE,2021-01-11T17:49:11.890000Z,2021-01-11T17:50:56.750000Z,consumer,Email,WI
5ffc8ff9b3348b11c9338896,TRUE,2021-01-11T17:50:49.527000Z,2021-01-11T17:50:49.567000Z,consumer,Email,WI
5ffc8ff9b3348b11c9338896,TRUE,2021-01-11T17:50:49.527000Z,2021-01-11T17:50:49.567000Z,consumer,Email,WI
5ffcb4bc04929111f6e92608,TRUE,2021-01-11T20:27:40.225000Z,2021-01-11T20:27:40.264999Z,consumer,Email,WI
5ffc9d87b3348b11c9338920,TRUE,2021-01-11T18:48:39.076000Z,2021-01-11T18:50:13.460999Z,consumer,Email,WI
5ffc8f9704929111f6e922bf,TRUE,2021-01-11T17:49:11.890000Z,2021-01-11T17:50:56.750000Z,consumer,Email,WI
5ffc9d87b3348b11c9338920,TRUE,2021-01-11T18:48:39.076000Z,2021-01-11T18:50:13.460999Z,consumer,Email,WI
5ffcb47d04929111f6e9256c,TRUE,2021-01-11T20:26:37.225000Z,2021-01-11T20:28:21.430000Z,consumer,Email,WI
5ffc9d87b3348b11c9338920,TRUE,2021-01-11T18:48:39.076000Z,2021-01-11T18:50:13.460999Z,consumer,Email,WI
5ffc8f9704929111f6e922bf,TRUE,2021-01-11T17:49:11.890000Z,2021-01-11T17:50:56.750000Z,consumer,Email,WI
5ffcb4bc04929111f6e92608,TRUE,2021-01-11T20:27:40.225000Z,2021-01-11T20:27:40.264999Z,consumer,Email,WI
5ffc8f9704929111f6e922bf,TRUE,2021-01-11T17:49:11.890000Z,2021-01-11T17:50:56.750000Z,consumer,Email,WI
5ffc9d9f04929111f6e92456,TRUE,2021-01-11T18:49:03.920000Z,2021-01-11T18:49:03.964999Z,consumer,Email,WI
5ffca30604929111f6e92525,TRUE,2021-01-11T19:12:06.515000Z,2021-01-11T19:12:06.791000Z,consumer,Email,WI
5fff0f9804929101d0ab0697,TRUE,2021-01-13T15:19:52.446000Z,2021-01-13T15:19:52.678000Z,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,TRUE,2021-01-13T15:18:39.070000Z,2021-01-13T15:22:02.152999Z,consumer,Email,WI
5fff4beedf9ace121f0c17ea,TRUE,2021-01-13T19:37:18.415000Z,2021-01-13T19:41:12.676000Z,consumer,Email,WI
5ffe115404929101d0aaebb2,TRUE,2021-01-12T21:15:00.208000Z,,consumer,Email,AL
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,TRUE,2021-01-13T15:18:39.070000Z,2021-01-13T15:22:02.152999Z,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
5fff4beedf9ace121f0c17ea,TRUE,2021-01-13T19:37:18.415000Z,2021-01-13T19:41:12.676000Z,consumer,Email,WI
5ffe115404929101d0aaebb2,TRUE,2021-01-12T21:15:00.208000Z,,consumer,Email,AL
5fff26bab3348b03eb45bb22,TRUE,2021-01-13T16:58:34.027000Z,2021-01-13T16:58:34.075000Z,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,TRUE,2021-01-13T15:18:39.070000Z,2021-01-13T15:22:02.152999Z,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
5fff4c7461ffa811fdb0854c,TRUE,2021-01-13T19:39:32.913000Z,2021-01-13T19:39:33.163000Z,consumer,Email,WI
5fff26bfb3348b03eb45bb32,TRUE,2021-01-13T16:58:39.411000Z,2021-01-13T16:58:39.463000Z,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,TRUE,2021-01-13T15:18:39.070000Z,2021-01-13T15:22:02.152999Z,consumer,Email,WI
5fff26f2b3348b03eb45bbb9,TRUE,2021-01-13T16:59:30.518000Z,2021-01-13T16:59:30.567000Z,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,TRUE,2021-01-13T20:19:38.721000Z,2021-01-13T20:23:26.975000Z,consumer,Email,WI
6000d4bae2571211db395b9f,TRUE,2021-01-14T23:33:14.861000Z,2021-01-14T23:33:14.903000Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
6000d46cfb296c121a81b20c,TRUE,2021-01-14T23:31:56.665000Z,2021-01-14T23:33:52.700999Z,consumer,Email,WI
6000b7aefb296c121a8198b1,TRUE,2021-01-14T21:29:18.188000Z,2021-01-14T21:33:22.665999Z,consumer,Email,WI
60005709bd4dff11dda90ac1,TRUE,2021-01-14T14:36:57.988000Z,2021-01-14T14:36:58.051000Z,consumer,Email,WI
6000b7aefb296c121a8198b1,TRUE,2021-01-14T21:29:18.188000Z,2021-01-14T21:33:22.665999Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
6000b7aefb296c121a8198b1,TRUE,2021-01-14T21:29:18.188000Z,2021-01-14T21:33:22.665999Z,consumer,Email,WI
5e27526d0bdb6a138c32b556,TRUE,2020-01-21T19:35:09.795000Z,,consumer,Google,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
6000d46cfb296c121a81b20c,TRUE,2021-01-14T23:31:56.665000Z,2021-01-14T23:33:52.700999Z,consumer,Email,WI
6000d4abe2571211db395b5c,TRUE,2021-01-14T23:32:59.197000Z,2021-01-14T23:32:59.248000Z,consumer,Email,WI
600056d6bd4dff11dda90a3f,TRUE,2021-01-14T14:36:06.157000Z,2021-01-14T14:36:06.208000Z,consumer,Email,WI
60005704bd4dff11dda90a9d,TRUE,2021-01-14T14:36:52.368000Z,2021-01-14T14:36:52.417999Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
600056a3f7e5b011fce897b0,TRUE,2021-01-14T14:35:15.207000Z,2021-01-14T14:37:10.767000Z,consumer,Email,WI
60005709bd4dff11dda90ac1,TRUE,2021-01-14T14:36:57.988000Z,2021-01-14T14:36:58.051000Z,consumer,Email,WI
6002475cfb296c121a81b98d,TRUE,2021-01-16T01:54:36.571000Z,,consumer,Email,WI
60024f24e257124ec6b99a13,TRUE,2021-01-16T02:27:49.345000Z,,consumer,Email,WI
60037329e257124ec6b99eeb,TRUE,2021-01-16T23:13:45.574000Z,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,TRUE,2021-01-14T21:27:55.938000Z,,consumer,Email,AL
6002541ae257124ec6b99a3a,TRUE,2021-01-16T02:48:58.736000Z,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,TRUE,2021-01-14T21:27:55.938000Z,,consumer,Email,AL
600258dafb296c4ef805d9b7,TRUE,2021-01-16T03:09:14.959000Z,,consumer,Email,WI
60025c65fb296c4ef805d9e6,TRUE,2021-01-16T03:24:21.980000Z,,consumer,Email,WI
60037005e257124ec6b99ec2,TRUE,2021-01-16T23:00:21.504000Z,,consumer,Email,WI
60025c65fb296c4ef805d9e6,TRUE,2021-01-16T03:24:21.980000Z,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,TRUE,2021-01-14T21:27:55.938000Z,,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,TRUE,2021-01-14T21:27:55.938000Z,,consumer,Email,AL
60025c65fb296c4ef805d9e6,TRUE,2021-01-16T03:24:21.980000Z,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,TRUE,2021-01-14T21:27:55.938000Z,,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,TRUE,2021-01-14T21:27:55.938000Z,,consumer,Email,AL
60023de5fb296c121a81b955,TRUE,2021-01-16T01:14:13.653000Z,,consumer,Email,CO
6002541ae257124ec6b99a3a,TRUE,2021-01-16T02:48:58.736000Z,,consumer,Email,WI
60049cdce257124ec6b9a353,TRUE,2021-01-17T20:23:56.994000Z,,consumer,Email,WI
60025fe0e257124ec6b99a87,TRUE,2021-01-16T03:39:13.154000Z,,consumer,Email,WI
600498c4e257124ec6b9a331,TRUE,2021-01-17T20:06:29.321000Z,,consumer,Email,WI
6004a5d3fb296c4ef805e256,TRUE,2021-01-17T21:02:11.432000Z,,consumer,Email,WI
60037a94fb296c4ef805ddbe,TRUE,2021-01-16T23:45:25.319000Z,,consumer,Email,WI
600495c3fb296c4ef805e1fc,TRUE,2021-01-17T19:53:39.356000Z,,consumer,Email,WI
6004a965e257124ec6b9a39f,TRUE,2021-01-17T21:17:25.327000Z,,consumer,Email,WI
6007464b6e64691717e8c1f0,TRUE,2021-01-19T20:51:23.347000Z,2021-01-19T20:55:08.492000Z,consumer,Email,WI
6007464b6e64691717e8c1f0,TRUE,2021-01-19T20:51:23.347000Z,2021-01-19T20:55:08.492000Z,consumer,Email,WI
600741d06e6469120a787853,TRUE,2021-01-19T20:32:17.000000Z,2021-01-19T20:39:03.299000Z,consumer,Email,WI
600748196e64691717e8d4f0,TRUE,2021-01-19T20:59:05.175000Z,2021-01-19T21:02:42.824000Z,consumer,Email,WI
600746fd6e64691717e8cfb5,TRUE,2021-01-19T20:54:21.274000Z,2021-01-19T20:54:21.487000Z,consumer,Email,WI
60074b49325c8a1794623876,TRUE,2021-01-19T21:12:41.649000Z,2021-01-19T21:16:09.332000Z,consumer,Email,WI
60074b49325c8a1794623876,TRUE,2021-01-19T21:12:41.649000Z,2021-01-19T21:16:09.332000Z,consumer,Email,WI
60074b996e64691717e8f11a,TRUE,2021-01-19T21:14:01.809000Z,2021-01-19T21:14:02.009999Z,consumer,Email,WI
600748196e64691717e8d4f0,TRUE,2021-01-19T20:59:05.175000Z,2021-01-19T21:02:42.824000Z,consumer,Email,WI
600741d06e6469120a787853,TRUE,2021-01-19T20:32:17.000000Z,2021-01-19T20:39:03.299000Z,consumer,Email,WI
600741d06e6469120a787853,TRUE,2021-01-19T20:32:17.000000Z,2021-01-19T20:39:03.299000Z,consumer,Email,WI
600741d06e6469120a787853,TRUE,2021-01-19T20:32:17.000000Z,2021-01-19T20:39:03.299000Z,consumer,Email,WI
